delta,tetha,alpha,beta,gamma,class
0.25694598963613346,0.2008466624021987,0.28553130484107075,0.05594323923501951,0.022945942984541487,0
0.15374474527020077,0.09011539098430306,0.07853334938607633,0.03525896896570664,0.024619420344887843,0
2.422236666709647,0.41552482605659413,0.24062647767638873,0.09319796046952204,0.028746181180164393,0
0.9299500900332226,0.19249424294551115,0.17209215269993705,0.06117030093971193,0.03588706665662341,0
0.11385188818232181,0.06532797527861078,0.05777585519746455,0.030193772502744305,0.026116950298633083,0
0.3097279510876913,0.1265955087434224,0.10483864534210298,0.04083044528578823,0.027910193072107105,0
0.29617975994354445,0.15627836727881517,0.13847704032395403,0.045890212930644686,0.023167147931115684,0
0.2422039854639813,0.1443808025893524,0.1600842651387121,0.044107988673795014,0.022363551890108496,0
0.2745097152109892,0.13982649686718435,0.1220515616998952,0.04272462604710089,0.024116905917341523,0
0.3053146166528833,0.15231544834387234,0.12953582869532523,0.04632637029551475,0.02419445805389098,0
0.3084229781436162,0.16853676978517793,0.14309039490835807,0.04785861210239992,0.022842125972856293,0
0.5298114762643307,0.16071051361422006,0.11938726560762335,0.04708928794714207,0.031227091021806493,0
0.2531597771949882,0.15503280143853493,0.16143777196316744,0.042656628868914276,0.021776385200745502,0
0.08650485154803295,0.04074208693032809,0.036359514425413346,0.022182123007120982,0.0209125075798424,0
0.3487804094133897,0.12132633792211703,0.07692675390800721,0.03717903905669447,0.016523153158610606,0
1.7814752547051764,0.12903586380306187,0.09925153560053887,0.04673779747355057,0.02529673892051169,0
0.2516363817916192,0.09395672515836818,0.059477765031665374,0.027907684204025854,0.013975673267736525,0
5.258253078983023,1.5868898641489084,0.6757228740465447,0.5421406684286713,0.5950637580905931,0
0.349369659893835,0.10400792493889323,0.08513152064045973,0.03781977541359571,0.019699086513239542,0
0.6508018961262363,0.15747918794998372,0.10264131800096507,0.07894415432817867,0.059615199966020924,0
0.5541578685056154,0.14955655287430303,0.10451880284981738,0.05014275164397185,0.024792208972163027,0
2.0216544026105145,0.2132382051283434,0.1477875838342831,0.05485890679724549,0.02612110422206642,0
0.49997308718386374,0.18398817271766504,0.11972807088671991,0.07271460819230952,0.03482134341323765,0
0.3756931809334699,0.13408916197195161,0.09415476921521027,0.041822086042066955,0.017987616723480142,0
0.7799620023667981,0.1427610260510632,0.094866673139596,0.050359834589773084,0.025872326250434303,0
0.9007814532357798,0.10551710979632875,0.0639768606856227,0.029583270709532455,0.016025484576105017,0
0.5616699363652101,0.15462298555845394,0.09909731691599274,0.05408571711462074,0.027298401542544287,0
0.4289528219622063,0.13489459653861235,0.11018167101905021,0.046452367475972464,0.020877089901850495,0
1.3168886202986845,0.21087681481355836,0.14830131048267844,0.054186002205501425,0.02602491258389354,0
0.4368944406616866,0.1281646749506327,0.11459266684554112,0.04562149322224636,0.023254570397155134,0
1.5331800938751456,0.1965979827094957,0.1368389554572389,0.06496537231963202,0.03323332275003136,0
0.408141267806647,0.13513346501000534,0.10873384604593517,0.04578958865719574,0.020063767541394665,0
0.5724848820171085,0.14136998698561506,0.0974375483298401,0.06620159348804852,0.05194447173308931,0
0.4036704968271975,0.12958670898058844,0.09519065109291626,0.044014121392586016,0.0182495143225003,0
0.16068287962671285,0.030298390506238088,0.020740202369218266,0.019843474546398385,0.021584580711616484,0
0.48839991000850647,0.09017430187950627,0.17098735100889104,0.06443936515994095,0.02583277366484048,0
0.6117969610742985,0.05794759268815273,0.05366244247200918,0.03295048394199364,0.022348422348066936,0
0.5710018665892278,0.0834266525722254,0.13079181204919427,0.05705021916624548,0.023543038680458796,0
0.46476399577356897,0.03544654009306075,0.052498550378482285,0.02942529833514746,0.015964261169875052,0
0.5995361659156606,0.07737828723454876,0.07935713008210712,0.05377526106075038,0.053331797992906244,0
0.5451320282214889,0.08301285995171623,0.11929262866828548,0.05569525061633761,0.030497145921155794,0
0.5293017448479908,0.054288402850705,0.08819376145852777,0.0464307327814933,0.02497009045557161,0
0.5516531591634759,0.08887755519377975,0.17457127471739997,0.06563961290001409,0.028761991598408535,0
0.985701571093623,0.09775313159486264,0.14176107236200558,0.061530551837310335,0.030797665020236384,0
0.396485013537154,0.06156532519325248,0.10956655496377085,0.04864263183834618,0.017571813985101558,0
0.9622468389659582,0.08866673965681912,0.1531741980608582,0.06284152916554286,0.029999397691762474,0
0.5623768616728565,0.07225102774259669,0.08992734340505572,0.049359248995567005,0.034414423014776936,0
0.7029806022120302,0.08841245466667558,0.10086611016322039,0.05245990748640274,0.03247679780123655,0
0.5912453234100447,0.032714478334934315,0.03591800754650783,0.022449677628226736,0.014208017483624052,0
0.4207832888339641,0.07055654683005771,0.13062575269953072,0.05763966420305498,0.024331595410522634,0
0.5399072608858382,0.03884168750888382,0.03469326280223833,0.023914640224994826,0.02201259357538937,0
0.8626525780721184,0.05828808027250473,0.0664809897779649,0.042348525249160995,0.02915591049452785,0
0.4772943799899191,0.0322058187028911,0.03706532694270708,0.023025538431002614,0.014780680046205304,0
1.0309839027995853,0.07034711276124021,0.06648265118454194,0.04356135458674117,0.029483435663298276,0
0.5012574060915577,0.06177930203676894,0.10418938931527287,0.047215004685001304,0.020664872314839322,0
0.6067927286279464,0.10787952461946305,0.1347932234305642,0.06323428040056338,0.031608273251027746,0
0.3007530266606425,0.12476002416904144,0.08399041134858015,0.033759471169236034,0.01866098224495199,0
0.6157906693797408,0.08344276988793772,0.055244922057885525,0.031134607981707044,0.026196913155208616,0
0.2821163909920279,0.10129831289150805,0.07308151993624436,0.03200095683651249,0.023140177859902324,0
0.12284803645801726,0.047899443890888016,0.03447868688955161,0.017598817123637003,0.017947913020740655,0
0.40737400965008286,0.09514570134800684,0.06086504451550766,0.0453875962118899,0.049661655376505354,0
0.3772642206903405,0.1068539787653485,0.06761330380358908,0.03571098492157608,0.03223479735391062,0
0.29900515719699106,0.08614946466034994,0.05781567972758654,0.03036619932065858,0.03133348854667723,0
0.31800847322729275,0.1304935107312723,0.08159716111505586,0.033266634203476926,0.017978881400423682,0
0.48030553868987164,0.12492771297491571,0.07580274207074002,0.04413962115172795,0.03741543378150048,0
0.22792408138380513,0.07614250865214996,0.05461635011386367,0.023726244879806395,0.016269279117982694,0
0.35848901294932045,0.12709632096892856,0.08358091436404025,0.03347574834487956,0.02355360156872656,0
0.23960901376792357,0.09308210524500155,0.0628262541259579,0.04218987780766974,0.04654643632851101,0
0.5439689602073252,0.10713747305717948,0.06738339501152703,0.038501166613281484,0.03531460288965835,0
0.2397621131732884,0.05987945838635885,0.041649491142519576,0.01626582729220251,0.012251827331738172,0
0.3002445642545538,0.09651999514640833,0.0641109284119217,0.02672863889670777,0.01891258272806523,0
0.22779986105581923,0.05008994781382539,0.04036540734718566,0.036595319799724885,0.042176155219314185,0
0.4009984793843791,0.09829206874900598,0.06458429973924475,0.05890565304726793,0.07211417720450482,0
0.13736207473663234,0.04517158880305398,0.0345547611644313,0.015487323630803946,0.010307872311095027,0
0.6034447679510623,0.08834425689572606,0.059960873526981165,0.04187087516581509,0.043843385834252444,0
0.23083294851148098,0.07369935193402968,0.049419673631496,0.022112464223140414,0.01293259960749276,0
0.571183960647527,0.1148366990656683,0.07593823539458036,0.03972876241373177,0.032267831127590206,0
0.4022084472215268,0.07355876148203809,0.09985384207869853,0.040650966543096,0.013673972483332665,0
0.9696776700339093,0.13698809281296534,0.0732378472119979,0.055972273916377525,0.052375240119368956,0
0.18150055064651546,0.06519087047084443,0.09071510426528838,0.03732393604944593,0.012247993565431088,0
0.09400020841760964,0.034169686254809845,0.04126376787636361,0.017209915076455244,0.0067806813930038,0
0.2523988749099501,0.08861969483731583,0.11167035373658835,0.03481955722594628,0.015520706767571939,0
0.2329186347776936,0.09085864448373422,0.10454009993085922,0.04215753248173605,0.017686253223958205,0
0.1324649874143647,0.056439414769052614,0.06538098685876813,0.03734987416712723,0.013127826795034974,0
0.3263879919557116,0.07289442921646601,0.09806188264518145,0.04318170681483312,0.014357077254518683,0
0.26285534694443546,0.0999477729423904,0.12020665964000628,0.049563732203078664,0.029522770325748977,0
0.1200249356578541,0.041770710861592036,0.048843035141155906,0.026499196832659545,0.007320567312509907,0
0.2083693404621469,0.07648207080363119,0.09540390635887948,0.042790326845285734,0.01581963486126059,0
0.20182131614933824,0.07445444632906412,0.09888997570979136,0.03437556083096363,0.013128121695330855,0
0.2752755217366732,0.10069428181233789,0.10253716127322832,0.04004295117657307,0.019324151161778724,0
0.21333242838265573,0.046111377499966466,0.037473349244540544,0.023302919772676397,0.008328718721791327,0
0.15402036941478892,0.05870423769650261,0.07069337003692233,0.038049759680394514,0.010632317470292526,0
0.26596910267235785,0.06077181671827855,0.0622136101431451,0.035788960365224075,0.028626055791596154,0
0.233544412881683,0.07154193131118257,0.06878657148763159,0.04377004054495182,0.029649160299801636,0
0.06161120547275324,0.025151253816635136,0.02699857542458027,0.016056355351953353,0.005463531417314604,0
1.0421197805012101,0.15265215260539997,0.07710336859815228,0.05181168019505586,0.04645281752067271,0
0.12705514418268668,0.04170956666534914,0.045634205088353225,0.025221498661947627,0.0077317723360065165,0
0.24670548231380313,0.08973939934222455,0.1125340347657699,0.04516287259954926,0.022433914837379148,0
0.5844658378446204,0.18131089699500738,0.0697283676355046,0.06275562474127554,0.07437715867575619,0
1.2478021905260346,0.25378617608592635,0.08010003059200388,0.06372806434851215,0.07326287935664123,0
0.38209740376548623,0.12258126473304097,0.052865121399604705,0.055260407591492776,0.06672417361888618,0
0.6326625023895861,0.2423425267569088,0.08244522790754416,0.06539616250539822,0.07531307303586393,0
0.7485415777728778,0.18319557654033497,0.07274495042068682,0.06539933269341673,0.0777903950898733,0
0.8069055284007922,0.29208288595080534,0.08654195685169437,0.07279907432274647,0.0864084365930588,0
0.8980699687211713,0.34055427042350295,0.09372752680511498,0.06835720541327253,0.07916361935385573,0
0.6940587540327282,0.2448436026171949,0.08031168244400919,0.06741332488305161,0.07986354823251643,0
0.9653048833120708,0.22831570956137737,0.07846673547077551,0.07811693438117787,0.09505470152307602,0
0.6400312522546168,0.2201712516435221,0.08029982818791671,0.06415774792598672,0.074010975494949,0
0.7233925316436498,0.28334685260328696,0.08394099351483443,0.07056578974599152,0.08512347831754005,0
0.4973754312637382,0.13893684512238613,0.058257484533020945,0.05966968797332384,0.07158082427886125,0
1.1655003234751635,0.3010276147591637,0.094864197606795,0.07033710014969963,0.08062126118478438,0
0.8852859990998343,0.3093889990109984,0.0888160612590305,0.06471926709592413,0.07393438808047613,0
0.795262540547717,0.31350286507372044,0.0917313346626135,0.06867230469768378,0.08077983277110329,0
0.8063551914790008,0.25620139152453414,0.08228828883366807,0.06438736175235124,0.07432076730860399,0
1.0286726499311827,0.3281352427932968,0.09153064916824522,0.06686773456448185,0.07713992120033787,0
0.80364284811775,0.3082783314422261,0.09135124953688248,0.06510031770024961,0.07506048548150372,0
1.3745829345604643,0.3001556679329341,0.0865566255369482,0.06516297393027404,0.0764521847198357,0
0.7655963162191048,0.27989357659012226,0.09227782261742445,0.06537953305700758,0.07484374632682014,0
0.4364290573107975,0.06183795550447231,0.04082399951005864,0.05263694576880359,0.05611950971319262,0
1.144184050005976,0.13270070365599093,0.1442420789335258,0.05429760952948156,0.029189042570143743,0
0.5189078394559752,0.12732249116369762,0.1267347771709101,0.08498420910079131,0.052826213143428044,0
0.20858540308473433,0.09397508258771455,0.11391121472091452,0.0512018059172733,0.03433341745942389,0
0.30029052657263167,0.1411768152291605,0.14653550411141833,0.07301089263250331,0.04391240067182257,0
0.4099202926488043,0.10881641094527866,0.10712823945635212,0.061520321251491844,0.03722178073786783,0
0.29026208902486006,0.1531426898536003,0.15067736070879367,0.0646428896485443,0.0356978692991896,0
0.3404770434861024,0.16448087730571398,0.17512469342883527,0.07985869332000986,0.03163703559481661,0
0.6080341054500198,0.13838676540928488,0.16675757128700835,0.05841551214541725,0.028245538088184544,0
0.5259745173777888,0.12149702571084187,0.12160764997661208,0.05207823204739946,0.028513758704346404,0
0.29512839896964926,0.14202983987713189,0.1603556914400996,0.068892127898418,0.03336296960515532,0
0.2701169451589401,0.1377067594620255,0.1604296096830982,0.05991263439489547,0.027822496411610803,0
0.2242809605633397,0.0869274909580134,0.09002085860794859,0.04693471511700889,0.03680335249108046,0
0.5105952781033265,0.14494910464880895,0.13733711062311696,0.06790353899611298,0.0327123834566867,0
0.35469005207007087,0.16195219163138735,0.16164148436907394,0.07836662958370759,0.03251643477962979,0
0.37695204980394903,0.16078669478546515,0.18786778063467285,0.07618358950922262,0.02907495060258184,0
0.3126588648909129,0.13912306052294418,0.13999625816174668,0.07899195167631623,0.04378115182242921,0
0.3739875631855217,0.16479373407252101,0.16665723487021,0.08150643281553495,0.031629103542538936,0
0.36485130000366295,0.1689442276354955,0.17074245897945228,0.0810913417143943,0.029040946171573302,0
0.528246470418912,0.13883032212060073,0.1373680359068943,0.07358722529658919,0.037592507600928415,0
0.45852277939762215,0.16449942334520934,0.17435177716007344,0.07340606356159635,0.032075423481847797,0
0.33250878856929755,0.03521786109345966,0.030089479426147647,0.0214198359175365,0.02103372720139464,0
0.5442846913985375,0.1367432278133427,0.13319837156452607,0.036916172960870554,0.024283635197679575,0
0.5567330206736751,0.1194031525643382,0.11193122378750897,0.03376911925043834,0.026651501449106975,0
0.4040282072700757,0.13116554701395275,0.1274636065811134,0.0360922230607136,0.024681204647822648,0
0.22465895643767195,0.08072494724265973,0.08045357736574028,0.025992069943097267,0.018782316904208344,0
0.5495100666148202,0.13419038679695874,0.12611301063825675,0.06438144900335616,0.07561620191241698,0
0.5539720110912985,0.171145464599664,0.16101770163710907,0.05418165295357377,0.0507188298264465,0
0.44185076257908623,0.1299223546625195,0.12644496012553397,0.039257018295434556,0.034936952776840606,0
0.4577321526413464,0.14494646398868635,0.1395054915978568,0.03779545800208456,0.024498610256925967,0
0.9635043746610034,0.18161146178584736,0.16725507755546165,0.06277809677741372,0.04759599317566361,0
0.2785302744929644,0.10636437803432335,0.10648934186120321,0.03089602051469551,0.018659938265555974,0
0.46639075026554,0.16523402531559833,0.1566886415575976,0.04350223463178315,0.032510132776403834,0
0.4950082810854431,0.1329092116771432,0.12530363243715256,0.04349056427319194,0.040776419090795414,0
0.6017256555949465,0.16776328283513026,0.16040019532710934,0.06767552934094255,0.07307074444652463,0
0.1976963627545391,0.06166501399524362,0.05629394309916761,0.0187497315155959,0.014956022247990168,0
0.4293069985281226,0.13780609287893045,0.13298181047433524,0.03884295791435905,0.031174029570428717,0
0.301224124509735,0.05997848891186649,0.05789386095719669,0.0369852024545557,0.045301966766146506,0
0.40593030848767475,0.13113567770953793,0.12886884641470267,0.03874915912527023,0.03509931949770094,0
0.3277774357639499,0.09021839099973517,0.09344969952064666,0.030067082243214353,0.017008153728363687,0
0.5896563317569183,0.1435698886990628,0.1373769021248901,0.03638076731554308,0.027834957519499073,0
0.35408771758948887,0.11889593720029748,0.11564198898605874,0.03349235157846578,0.020889093715413247,0
0.5518085222295445,0.15267027901855595,0.14421373467126866,0.053783684395124896,0.04314018143535553,0
0.4213658825457782,0.20047203489127152,0.17479222553156512,0.08024723451188079,0.022722403048201955,0
0.48828191384443587,0.13622023277957315,0.1102881465956935,0.07588709591639602,0.04405056221571298,0
0.38276633905644974,0.16465197244588903,0.16092830783213372,0.0775267016551329,0.023246497379186527,0
0.16477500259843803,0.06740191116944008,0.06999155482523017,0.040783408433716854,0.019525874383294648,0
0.566687473570011,0.13420729756390656,0.1224453816043102,0.06756244669829628,0.03231091444672923,0
0.3791998960081447,0.1409966283187558,0.13791806361510148,0.0760896008175701,0.02509455680255186,0
0.22633122035442022,0.08961019572663453,0.09969115508906952,0.06161618265856859,0.016608207908640794,0
0.43575672465985626,0.21286486949641772,0.19032324784017007,0.08165707419705603,0.023097678113326345,0
0.5066196059200986,0.18916873235483703,0.15991977798190946,0.08735427916841756,0.033261794399215755,0
0.2933740572576947,0.12640180435757845,0.12318164793232728,0.06609970460440895,0.018860309707632163,0
0.3952754949363451,0.16413707983220022,0.16198387874600062,0.0795227029450022,0.022955002253428412,0
0.33663629068312295,0.13546884918022248,0.13993013468958293,0.07338748750606383,0.038147565880130525,0
0.6437392623777273,0.15689403771179697,0.1313063629001951,0.07543065296275207,0.026011116207352775,0
0.19559326289734857,0.06995356894079395,0.0671090524917369,0.041533538231078415,0.012534984662263951,0
0.32902138930529795,0.12229562716082021,0.12261264554168608,0.06888733671495997,0.01889599334602823,0
0.19970774308503597,0.06736064903852977,0.056524015321871214,0.0392354405610671,0.016837914740218757,0
0.3566075077577605,0.11565328872684086,0.10602458236561693,0.0671657238595573,0.024572053042943673,0
0.15835209874701453,0.0650576229458564,0.057382818012319786,0.044148524901522414,0.010689001980987687,0
0.5329563983420398,0.14835644752869823,0.11874262073212638,0.07921276303175231,0.041237571470000116,0
0.30490384398076265,0.13474505701408898,0.12191854064591245,0.06483806660952231,0.018028929825981803,0
0.45814035907611955,0.17931988173567565,0.1581824518969756,0.08186164864141338,0.031971519129176555,0
0.3125218337313965,0.072410132576241,0.04829507272070207,0.01551501787953818,0.00446514137225247,0
0.3348588178673217,0.06254295009684603,0.04089933514896769,0.018498505255942148,0.012302908684271818,0
0.2752087739340139,0.07162767704739921,0.04777054060950013,0.01564656599942473,0.003927648331539814,0
0.19196657991948693,0.04669505073862512,0.030390561760932976,0.009421431824022393,0.0026923259021716,0
0.3659446252672013,0.06364414660222345,0.04039198370507749,0.012754431079501957,0.003646974175646323,0
0.4583600631368218,0.08105319930995492,0.05595313652887606,0.01806115843391791,0.00430800808175219,0
0.3685632835500103,0.07097838592882719,0.050808380717909586,0.016225680314080535,0.0038872485777313903,0
0.3610914749523548,0.07204520518599988,0.049168659229139954,0.015414748800772596,0.004101723189831751,0
0.44355903398188945,0.088986677379133,0.06309426754719787,0.02158219237257045,0.005240433191157217,0
0.223745806604969,0.060761356633500616,0.0390407501215414,0.012483613575505769,0.0037755220006019437,0
0.40778048971018105,0.07705703750949018,0.05298273998106019,0.016487511573041583,0.00421382748481024,0
0.2881807360522989,0.06940051462381253,0.046142903884142765,0.014654819911928012,0.0038648622923981345,0
0.5278340730632393,0.08467738641051338,0.06013705331104306,0.022329813818845808,0.004831789083946248,0
0.18081529168195515,0.03648559407403957,0.026293636199831893,0.00906081222485562,0.003258910078585868,0
0.361080113729243,0.07069893790182619,0.04914177027468192,0.015411727305059053,0.0039708863748708755,0
0.21801185677178608,0.037999480019343966,0.024461625352719677,0.008123404412907263,0.0025937837772234754,0
0.3891474811059985,0.07275629104879063,0.053869624246793084,0.020967615159738686,0.009081795872335315,0
0.19515956972990173,0.03890376959189202,0.027237019300676676,0.007654089321173491,0.0028684803228063733,0
0.3869634047920153,0.0690388366867493,0.049170265337625446,0.02875647008075588,0.021729649088050175,0
0.2770075580128806,0.0594852114873711,0.04053805521430759,0.012613726164627873,0.0043047203485120445,0
0.3493980868576737,0.081083550348093,0.05696456070168768,0.01915887868595575,0.004663574740126639,0
0.506180332584742,0.01902945661780295,0.008571532962715463,0.003486453743541565,0.0021403390185022802,0
0.5727985008288901,0.02169632308555965,0.009264444867275023,0.0035967570528402846,0.00208121619322772,0
0.5033917504788817,0.01962213103197151,0.009903562360908478,0.004550626693307507,0.0021953891293929224,0
0.5303090555531861,0.020066428427431733,0.008429299616767758,0.002928181258697076,0.0017738870072533468,0
0.5102131617798942,0.020598012182972934,0.01135683748429583,0.005315024875618739,0.002140382190578849,0
0.5998797179869145,0.02580647867249623,0.015308682745016528,0.00817172493723251,0.002685032708225163,0
0.6148124552409641,0.03472848811813499,0.013933579812533,0.005413143917487101,0.0022426283688353906,0
0.5133390280765641,0.019856116124731153,0.009045119046651824,0.00369904266069088,0.002505619067131551,0
0.5103250084586103,0.025927583758639756,0.01916663441607218,0.01075978330414921,0.003587831828265298,0
0.5369602042096882,0.019569374118793705,0.00930916961422284,0.003070443650530197,0.0019023473331660717,0
0.5186143521877175,0.023426029555704657,0.012461486146482039,0.00565530279031807,0.0024888333659989596,0
0.5070075796346944,0.01990371685919013,0.01083071501606336,0.004993376708705954,0.0020459201767960254,0
0.6252255192782875,0.04323537170917022,0.01872719749399385,0.009137801591799022,0.0028405474242285964,0
0.529461608975927,0.019754887614695855,0.009124670260588491,0.003526292845546062,0.0018605471378483121,0
0.5106814064536994,0.020458005607666422,0.01029520605899928,0.00415986848194527,0.002114213109602608,0
0.5926741569821632,0.029930320942636365,0.011535821902811806,0.0039600565167744696,0.0019892795585258927,0
0.5367853472551731,0.0212627648279251,0.011912781556866675,0.005559121324342886,0.0021623051093223565,0
0.5303133585406092,0.021345776936067318,0.010186845470654802,0.0037329544860557635,0.002303733118343604,0
0.5036347991890501,0.020332894704700184,0.01163516668805574,0.005757935760387316,0.00233598723163439,0
0.5224832580110481,0.021383981977909982,0.009154874187160784,0.0033236249514114954,0.0019669633180325746,0
0.5128455608258973,0.02343486017191463,0.017188336402495067,0.010202716916428033,0.003009435978397861,0
0.4164733028191334,0.2174595079614287,0.1079231700915404,0.05249244027240716,0.02717006191204104,0
1.6241477629729326,0.8129725835629965,0.36482459889342816,0.16439590960503364,0.08156053220225778,0
1.1409057146681607,0.6117364095576819,0.27807074187454234,0.1284502613058479,0.06325298588589197,0
0.7222333281224959,0.38527639328092494,0.19033224039199007,0.09148742401082792,0.04490134438597032,0
0.2821318240030573,0.10786690488422977,0.08538881295459308,0.04881301969477314,0.024264228730143056,0
0.38013812445571005,0.20390246940759735,0.1364240911850979,0.07500983108874379,0.028416851465835433,0
0.3487769947574257,0.17753337877218375,0.12556738313274346,0.06659421407447026,0.025476212694836665,0
1.912863923900687,1.0107372470625542,0.4658838762916501,0.18682865050250025,0.0889140718078643,0
0.8154604770279489,0.4478948170095549,0.23418090804414476,0.11909925090690082,0.04848894602747213,0
0.8007880700052608,0.42746734299227296,0.20359220228820915,0.09609470841555959,0.046320346544680015,0
2.9373625019524754,0.5962546234117165,0.3753687761661254,0.17241247195694692,0.08161361419855315,0
0.7022727082955635,0.37411017485639103,0.17638334058181857,0.08462574595020768,0.044456189507305476,0
2.8854770097138704,0.6286657276280092,0.39259752516711344,0.1738798486287908,0.08337177139264759,0
1.6371076197563428,0.8753354210012932,0.3877242462313812,0.17229795962782193,0.0828623113675822,0
0.6399697304482549,0.3445035789043244,0.17734607228611615,0.08660773306613473,0.03809707331533746,0
0.6267497160244488,0.3153012013338155,0.16450981698390152,0.08276715877924284,0.0427982625194953,0
0.9144971457018635,0.47824341942792814,0.2358869942184272,0.11430661557755892,0.05316560406307001,0
1.387417872793352,0.7443655930076575,0.34362151431423926,0.15726443174551383,0.07309960973139099,0
0.7691968066151776,0.3068794190429096,0.16885558319101662,0.08720486569613016,0.0384507730872852,0
1.013155206208373,0.5438474751282183,0.2587386573926055,0.12256626006870938,0.05802802413788269,0
1.5872746399657656,0.8605288085666463,0.3717097163671746,0.1629665124943673,0.0808748464148855,0
